ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour,Geo_Type_Code,Province,Stratum,Metro_code
5303,274103700000015001,Male,11,African/Black,1,1.0,2,,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,1,2,2,2,0.0,2,2,2,2,2,1,2,2.0,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,Mathematics,IsiXhosa Home Language,0,Traditional,Eastern Cape,20220,EC - Non-metro
1585,874109400000012001,Female,11,African/Black,1,1.0,2,,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,6.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,SiSwati Home Language,0,Traditional,Mpumalanga,80208,MP - Non-metro
1586,797115040000020201,Female,16,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,1.0,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Mathematics,Physical Sciences,0,Urban,Gauteng,76112,GP - Ekurhuleni
1587,297105260000001601,Female,7,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,1,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Life Skills,0,Traditional,Eastern Cape,20213,EC - Non-metro
11217,297105260000001601,Female,7,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,Eastern Cape,20213,EC - Non-metro
1588,969101970000005801,Female,17,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,1.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,0.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,History,Agricultural Science,0,Traditional,Limpopo,90213,LP - Non-metro
7417,969101970000005801,Male,10,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,1.0,2,2,2,2,2,2,12.0,2,2,1,2,2,1,2,4.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Sepedi Home Language,English First Additional Language,0,Traditional,Limpopo,90213,LP - Non-metro
7973,969101970000005801,Female,12,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,1.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Sepedi Home Language,English First Additional Language,0,Traditional,Limpopo,90213,LP - Non-metro
1589,662106810000025201,Male,11,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Setswana Home Language,English First Additional Language,0,Urban,North West,60401,NW - Non-metro
1680,662106810000025201,Female,16,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,2,2,0.0,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,Mathematics,Life Skills,0,Urban,North West,60401,NW - Non-metro
1590,499106610000009002,Female,7,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,Afrikaans First Additional Language,0,Urban,Free State,44102,FS - Mangaung
10144,499106610000009002,Female,11,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Afrikaans First Additional Language,English First Additional Language,0,Urban,Free State,44102,FS - Mangaung
1591,874106340000013301,Male,16,African/Black,1,1.0,2,,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,1,2,1,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,Mathematics,Geography,1,Traditional,Mpumalanga,80208,MP - Non-metro
1725,874106340000013301,Female,7,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,Mpumalanga,80208,MP - Non-metro
1593,760108580000010301,Male,8,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,8.0,1.0,15,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,2.0,2,2,2,2,2,2,2,4.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Sesotho Home Language,English First Additional Language,0,Urban,Gauteng,70106,GP - Non-metro
5649,760108580000010301,Male,13,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,1,2,2,1,2,5.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,Mathematics,English First Additional Language,1,Urban,Gauteng,70106,GP - Non-metro
1597,472104560000002601,Male,11,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,2,1,8.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,Sesotho Home Language,English First Additional Language,0,Traditional,Free State,40201,FS - Non-metro
1598,469100830000012101,Male,12,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,Free State,40101,FS - Non-metro
9515,469100830000012101,Male,9,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,2.0,1,1,1,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,Free State,40101,FS - Non-metro
1599,664102310000000801,Male,17,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,2,2,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,North West,60401,NW - Non-metro
1600,460100460000007001,Female,9,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,Free State,40105,FS - Non-metro
1788,460100460000007001,Male,10,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,1,2,2,1,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,Free State,40105,FS - Non-metro
2531,460100460000007001,Female,12,African/Black,1,2.0,1,1.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,1,2,2,1,2,3.0,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,Life Skills,0,Urban,Free State,40105,FS - Non-metro
1601,874104560000008101,Male,7,African/Black,1,1.0,2,,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Traditional,Mpumalanga,80208,MP - Non-metro
9725,874104560000008101,Female,16,African/Black,1,1.0,2,,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Agricultural Science,Mathematics,0,Traditional,Mpumalanga,80208,MP - Non-metro
1602,199162160000001801,Female,10,Coloured,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,History,Life Skills,0,Urban,Western Cape,11103,WC - City of Cape Town
5465,199162160000001801,Male,8,Coloured,1,1.0,1,1.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,2,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Arts & Culture,0,Urban,Western Cape,11103,WC - City of Cape Town
1604,797114180000006901,Male,12,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Xitsonga Home Language,Mathematics,0,Urban,Gauteng,76102,GP - Ekurhuleni
1605,581101820000014901,Female,15,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,2,2,5.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,Economic Management Sciences,Mathematics,0,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
10495,581101820000014901,Male,11,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,2,2,1.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,Technology,Mathematics,0,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
1606,799112780000005701,Female,15,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,1.0,15,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,2,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Sepedi Home Language,0,Urban,Gauteng,78103,GP - City of Tshwane
4544,799112780000005701,Male,13,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,1.0,15,4,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,3.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Natural Sciences,Sepedi Home Language,0,Urban,Gauteng,78103,GP - City of Tshwane
2255,872102450000010701,Male,14,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,1.0,4,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,9.0,1,1,1,2,2,1,2,3.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,Mpumalanga,80103,MP - Non-metro
8090,872102450000010701,Female,9,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,1,2,2,1,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Traditional,Mpumalanga,80103,MP - Non-metro
1608,579101080000008101,Female,10,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,1,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,English First Additional Language,Mathematics,0,Urban,KwaZulu-Natal,50107,KZN - Non-metro
2636,579101080000008101,Male,7,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,3.0,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,English First Additional Language,IsiZulu Home Language,0,Urban,KwaZulu-Natal,50107,KZN - Non-metro
10623,579101080000008101,Male,11,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,1,1,2,0.0,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,Life Sciences,English First Additional Language,0,Urban,KwaZulu-Natal,50107,KZN - Non-metro
1609,360101270000016001,Male,7,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Setswana Home Language,0,Traditional,Northern Cape,30201,NC - Non-metro
1610,477100990000013501,Male,14,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,0.0,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Physical Sciences,Mathematics,0,Urban,Free State,40106,FS - Non-metro
1612,798126370000035101,Female,12,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Social Sciences,0,Urban,Gauteng,77116,GP - City of Johannesburg
3044,798126370000035101,Male,10,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,1,2,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,Mathematics,Natural Sciences,0,Urban,Gauteng,77116,GP - City of Johannesburg
11718,962103370000021101,Female,8,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,1.0,13,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,1.0,1,1,2,2,2,1,2,3.0,1,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Life Skills,Sepedi Home Language,0,Traditional,Limpopo,90205,LP - Non-metro
1615,797104740000005401,Female,17,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,1.0,13,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,0.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,History,Business Studies,0,Urban,Gauteng,76108,GP - Ekurhuleni
1617,797108470000176401,Female,15,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,5.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,30.0,1.0,2.0,1.0,2.0,2.0,Business Studies,Accounting,1,Urban,Gauteng,76103,GP - Ekurhuleni
1618,798163360000027901,Male,13,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,2.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,IsiZulu Home Language,0,Urban,Gauteng,77102,GP - City of Johannesburg
1619,799150400000017301,Male,14,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,1,4.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,12.0,2,2,1,2,2,1,2,4.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,Mathematics,Social Sciences,1,Traditional,Gauteng,78201,GP - City of Tshwane
1620,866103430000005501,Male,10,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Social Sciences,English First Additional Language,0,Urban,Mpumalanga,80401,MP - Non-metro
5565,866103430000005501,Female,10,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,5.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,4.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Natural Sciences,0,Urban,Mpumalanga,80401,MP - Non-metro
9689,866103430000005501,Male,15,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,1.0,1,1,1,2,2,2,2,3.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Technology,0,Urban,Mpumalanga,80401,MP - Non-metro
1621,664102600000012101,Male,11,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,1.0,1,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Life Orientation,English First Additional Language,0,Traditional,North West,60401,NW - Non-metro
1623,666301150000166901,Male,7,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Arts & Culture,Setswana Home Language,0,Urban,North West,60102,NW - Non-metro
1625,871100080000023901,Male,9,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,3,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,1,2,2,2,2,1,2,7.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Life Orientation,Mathematics,0,Traditional,Mpumalanga,80207,MP - Non-metro
1627,962107490000025701,Female,11,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,1,1,2,2,2,1,2,0.0,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Life Skills,English First Additional Language,0,Traditional,Limpopo,90213,LP - Non-metro
1628,798166420000011401,Male,13,African/Black,1,1.0,2,,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,3.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Urban,Gauteng,77101,GP - City of Johannesburg
1629,966109070000004101,Female,7,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,2,2,2,2,2,2,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Tshivenda Home Language,English First Additional Language,0,Traditional,Limpopo,90202,LP - Non-metro
4237,966109070000004101,Female,16,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,1,1,1,1,2,1,2,6.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Business Studies,Accounting,0,Traditional,Limpopo,90202,LP - Non-metro
