ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Stratum
12141,167100390000011904,2,9,4,1,1,1,1,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Life Skills,10102
12143,591100710000001920,1,8,1,1,1,1,2,2,1,2.0,5.0,2.0,-1.0,1.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,0.0,1.0,2.0,1.0,1,0.0,1,Mathematics,50216
12144,981101540000022528,2,7,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,90105
12145,799122720000002176,2,10,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,2.0,2.0,1.0,2,0.0,2,English First Additional Language,78106
12146,860101510000012928,2,11,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,1,6.0,2,2,2,1,2,2,2,2,14.0,1,3.0,1.0,2.0,1.0,1,2.0,2,Mathematics,80207
12147,265100570000009696,1,15,1,1,1,2,2,1,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Life Orientation,20102
12148,760107720000016768,1,15,1,1,2,1,1,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,2.0,2,0.0,2,Life Skills,70102
12149,797121690000022912,2,16,1,2,2,2,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,76107
12150,199113130000002304,1,15,2,1,1,1,1,1,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Afrikaans First Additional Language,11102
12151,585100570000003840,2,7,1,1,1,1,1,1,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,50205
12152,563100940000007872,1,7,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,1,Mathematics,50103
12154,662106000000040064,1,12,1,1,1,1,1,2,1,2.0,7.0,1.0,14.0,2.0,1,2,0.0,1,1,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,1,1.0,2,Life Skills,60401
12155,538103280000016512,1,7,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,50214
12156,538103600000003776,2,11,1,1,1,1,2,2,1,2.0,7.0,1.0,13.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,2,0.0,2,Physical Sciences,50204
12157,799117290110001152,1,7,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,2.0,2.0,1.0,2,0.0,2,English First Additional Language,78113
12158,864101710000014464,1,12,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,2.0,2,0.0,2,Mathematics,80110
12159,877106740000015616,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,2.0,2,2,1,2,2,2,2,2,2.0,1,1.0,1.0,2.0,1.0,2,0.0,1,Mathematics,80202
12161,583100770000011648,2,9,1,1,1,2,2,2,1,2.0,4.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,3.0,1,English First Additional Language,50208
12162,299114600000004288,1,17,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,1,Technology,23101
12163,871101890000001920,2,17,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,80108
12164,871104390000001024,1,8,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,2.0,2.0,1.0,2,0.0,2,Life Skills,80205
12166,575101790000007296,2,15,1,1,2,1,2,1,2,-1.0,,,-1.0,,1,2,0.0,2,2,2,1,2,2,2,2,14.0,1,14.0,,,,2,0.0,2,,50216
12167,798134450000003840,1,9,1,1,1,1,1,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,2.0,2,0.0,2,English First Additional Language,77107
12168,599125140000011904,2,16,1,1,2,1,1,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,1.0,2.0,1.0,2,0.0,2,Economics,55102
12169,865100310000008448,1,16,1,2,2,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,12.0,1.0,1.0,1.0,2,0.0,2,Mathematics,80104
12170,964100820000011136,1,11,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Sepedi Home Language,90213
12171,290105930000092032,1,7,1,1,2,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,1,1,2,2,2,1.0,2,0.0,2.0,2.0,2.0,2,0.0,2,IsiXhosa Home Language,20101
12173,760101620000025728,2,7,1,1,1,1,2,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,1,1.0,2,Mathematics,70104
12174,760100050000014848,2,7,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,70109
12175,799145270000007680,2,15,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,2,0.0,1,Geography,78108
12176,562101080000015872,2,13,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,Technology,50203
12177,592100840000002560,1,14,2,1,2,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,1,2,2,2,2,2.0,1,0.0,2.0,2.0,1.0,2,0.0,2,Mathematics,50106
12178,292103590000011584,2,7,1,1,1,1,2,1,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,20216
12179,798105560000011520,2,8,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,2,0.0,1,Life Skills,77105
12180,297105260000004416,1,9,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,1,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Mathematics,20213
12181,583102970000000896,2,7,1,1,2,1,2,2,1,2.0,6.0,1.0,6.0,2.0,1,1,2.0,2,2,1,1,2,2,2,2,12.0,1,8.0,1.0,2.0,1.0,2,0.0,1,English First Additional Language,50202
12182,260111580000010112,1,15,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,2.0,1.0,2,0.0,1,Life Orientation,22104
12185,666102510000010624,2,10,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,1,1.0,2,English First Additional Language,60202
12186,966101230000017792,1,12,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Life Sciences,90208
12187,760107870000012416,2,15,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,2.0,2.0,1.0,2,0.0,2,Geography,70104
12188,199108890000005600,1,10,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,5.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Technology,11102
12189,473100910000005824,1,12,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,40105
12190,566102210020001984,1,12,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Social Sciences,50107
12191,199114110000012992,2,15,2,1,1,1,1,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Accounting,11104
12193,871100370000004736,1,12,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,1,1.0,2,IsiNdebele Home Language,80205
12195,467107590000001088,1,13,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,1.0,2,Life Orientation,40401
12196,599115110000009344,2,8,1,1,1,1,1,2,1,2.0,6.0,1.0,13.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,55201
12197,599129300000004608,1,13,1,1,1,1,2,2,1,2.0,6.0,1.0,2.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Life Orientation,55107
12198,270106690000011616,2,9,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,2.0,2.0,1.0,2,0.0,2,English First Additional Language,20207
12199,576101200000017728,2,14,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,1,3.0,2,2,2,1,1,2,2,2,7.0,1,0.0,1.0,2.0,1.0,1,1.0,1,Mathematics,50206
12200,274102450000009888,1,11,1,1,2,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,1.0,2.0,1.0,1,2.0,2,IsiXhosa Home Language,20105
12201,546100790000009216,1,11,1,1,2,1,2,1,1,2.0,5.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,2.0,1.0,1,0.0,2,English First Additional Language,50208
12202,499107380000008896,1,15,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Setswana Home Language,44102
12203,799119670010001664,2,16,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Other,78113
12204,797121930000008704,1,8,4,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Arts & Culture,76105
12205,968105750000015232,2,17,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,3.0,1,1,3.0,2,2,2,1,1,2,2,2,5.0,1,10.0,1.0,2.0,1.0,2,0.0,2,Physical Sciences,90201
12206,761101000000021632,2,10,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,70101
12207,283104020000020288,1,12,1,1,1,1,1,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,3.0,1,IsiXhosa Home Language,20205
12208,299104210000005312,2,14,2,1,1,1,2,1,1,2.0,6.0,1.0,11.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,1.0,2.0,1.0,2,0.0,1,Life Orientation,23102
12209,499107770000006272,1,7,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,1,1.0,2,Sesotho Home Language,44102
12210,797110000000006784,1,14,1,1,1,1,1,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Mathematics,76107
12211,799127290140000256,2,12,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,1,Physical Sciences,78113
12212,294101620000009472,1,11,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,1,8.0,2,2,1,1,1,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,20216
12213,872102450000019840,1,15,1,1,1,1,1,2,1,2.0,6.0,1.0,1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,2.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Mathematics,80103
12214,867101440000011776,2,17,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,8.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,80301
12215,968104570000002816,2,14,1,2,2,3,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,2.0,2,2,2,1,1,2,2,2,15.0,1,5.0,1.0,2.0,1.0,2,0.0,2,Natural Sciences,90213
12216,581100590000020864,1,7,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,2,0.0,2,Mathematics,50213
12217,966110290000002944,1,12,1,1,2,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,1,2,2,2,2,2.0,1,6.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,90203
12218,298102170000005504,2,15,1,1,1,2,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,1,2.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,2.0,1.0,2,0.0,1,Geography,20215
12219,599138240000017280,2,17,1,1,1,1,1,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,55108
12222,660101760000007552,1,12,1,1,1,1,2,1,1,2.0,5.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,1,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,60203
12223,294107020000014016,1,10,1,1,1,2,2,1,1,2.0,6.0,1.0,1.0,2.0,1,1,3.0,2,2,2,1,1,2,2,2,12.0,1,8.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,20105
12224,538100490000022016,2,12,1,1,2,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,1.0,2.0,1.0,1,2.0,2,English First Additional Language,50212
12225,467106520000008512,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Life Orientation,40101
12226,299108940000007808,2,8,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Mathematics,23103
12227,798160530000007040,1,17,1,1,1,1,1,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,5.0,1.0,1.0,1.0,1,1.0,1,Economics,77102
12228,286101220000002304,1,13,1,1,2,2,2,2,1,2.0,7.0,1.0,15.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,1,4.0,2,Life Skills,20220
12229,763103110000002560,1,17,1,1,1,1,2,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Natural Sciences,70102
12230,982104070000013056,1,14,1,1,2,1,2,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Sepedi Home Language,90212
12231,982105430000001664,1,11,1,1,2,1,2,1,1,2.0,5.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Mathematics,90215
12232,798118830000015872,1,14,1,2,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,2,0.0,2,Mathematics,77108
12233,798134530000006144,2,16,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,1,1.0,1,Mathematics,77107
12234,799148310000013440,1,8,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,2.0,2.0,1.0,1,0.0,2,IsiZulu Home Language,78107
12237,370100410000024000,1,13,1,1,2,1,1,2,1,2.0,8.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,11.0,1.0,2.0,2.0,2,0.0,1,Dramatic Arts,30103
12238,663101130000017792,2,10,1,1,1,1,2,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,2.0,1.0,1.0,1,2.0,1,English First Additional Language,60105
12240,473100910000012608,1,15,1,1,2,1,2,1,1,2.0,7.0,1.0,15.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,1,Life Orientation,40105
12241,299110690000016320,1,9,1,2,2,2,2,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Mathematics,23103
12242,260114790000016000,1,13,2,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,22103
12243,174100270000014912,1,11,2,1,2,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Afrikaans First Additional Language,10101
12244,582102270000025088,1,12,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,1,8.0,2,2,2,1,1,2,2,2,16.0,1,12.0,1.0,2.0,1.0,1,4.0,1,IsiZulu Home Language,50203
12245,469101810000006080,1,7,1,1,2,1,1,1,1,2.0,8.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,40106
12246,281102290000011200,2,11,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,20105
12247,599148650000007168,2,9,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,IsiZulu Home Language,55201
12248,798115410000007296,2,10,1,1,1,1,1,1,1,2.0,6.0,1.0,15.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,0.0,1,Other,77105
12249,163102560000013088,1,16,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,10110
12250,293103360000000320,1,14,1,1,1,1,1,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,1,2,2,2,2,2,5.0,1,3.0,2.0,2.0,1.0,2,0.0,2,Natural Sciences,20215
12251,599117320080000640,1,13,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,1,Mathematics,55111
12253,665102020000012544,2,8,1,1,1,1,2,2,1,2.0,8.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Life Skills,60202
12254,276103410000007488,2,15,1,1,1,2,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,1,Mathematics,20221
12255,580103920000013184,1,9,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,50209
12256,298101180000002880,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,2.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,2.0,1.0,2,0.0,1,English First Additional Language,20215
12257,460100940000016384,1,16,1,1,1,1,2,2,2,-1.0,,,-1.0,,1,1,2.0,2,2,2,1,1,2,2,2,10.0,1,6.0,,,,2,0.0,2,,40104
12258,862100050000005120,1,14,1,1,2,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,1,6.0,2,2,1,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,80301
12259,499110920160001408,1,11,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,1,1,2,2,2,2,2,2,0.0,1,3.0,1.0,1.0,1.0,1,1.0,2,English First Additional Language,44103
12261,199143730040002688,2,15,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,1.0,1.0,2,0.0,2,Other,11109
12262,974102930000018176,2,15,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,1,Accounting,90207
12263,580103690000006912,2,16,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,13.0,2,2,2,1,1,2,2,2,1.0,1,4.0,1.0,2.0,1.0,2,0.0,2,IsiZulu Home Language,50211
12265,573101150000007616,1,10,1,1,1,1,1,2,1,2.0,7.0,1.0,1.0,3.0,1,1,1.0,2,2,2,1,2,2,2,2,10.0,1,10.0,1.0,2.0,1.0,2,0.0,2,Life Skills,50214
12266,860100670000009344,1,9,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,80202
12267,293100700000011072,1,15,1,2,2,2,2,1,1,2.0,4.0,2.0,-1.0,2.0,1,1,10.0,2,2,1,2,2,2,2,2,30.0,1,10.0,1.0,2.0,1.0,2,0.0,2,Mathematics,20204
12268,580101980000015360,1,9,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,3.0,1,1,7.0,2,2,1,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,3.0,1,Social Sciences,50203
12269,467105910000003008,1,10,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,1.0,2,English First Additional Language,40107
12270,199115240020000608,1,17,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,4.0,1.0,1.0,1.0,1,1.0,2,Life Orientation,11101
12271,984104660000019200,1,13,1,1,2,3,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,90210
12273,171100700000004992,1,8,2,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,10103
12274,798129730000004352,1,17,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Mathematics,77113
12277,874104150000011392,2,11,1,2,2,1,1,2,1,2.0,7.0,1.0,4.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,7.0,2,English First Additional Language,80208
12278,799122830000020480,1,17,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,1,Life Orientation,78106
12279,874102170000013952,2,7,1,1,1,1,1,1,1,2.0,5.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,1.0,2.0,1.0,2,0.0,2,SiSwati Home Language,80208
12280,514104090000010816,1,16,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,10.0,1.0,2.0,1.0,1,4.0,2,Arts & Culture,50214
