ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Child_Labour,Stratum
662,292104190000005696,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Pre-school,,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,No,1.0,No,No,No,No,0.0,No,IsiXhosa Home Language,No,20214
663,598100180000009728,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,No,No,Yes,Yes,1.0,No,Mathematics,No,50209
9499,598100180000009728,Female,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,4.0,No,No,Yes,Yes,1.0,No,Mathematics,No,50209
664,797149430000023936,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Setswana Home Language,No,76109
665,799145250000003456,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,Yes,1.0,No,Setswana Home Language,No,78108
666,579101430000024448,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,1.0,Yes,IsiZulu Home Language,No,50208
2513,579101430000024448,Female,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,2.0,Yes,Yes,Yes,Yes,2.0,Yes,IsiZulu Home Language,No,50208
11243,579101430000024448,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,3.0,Yes,No,Yes,No,0.0,Yes,Life Sciences,No,50208
667,283101060000003488,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,Yes,3.0,Yes,English First Additional Language,No,20221
6127,283101060000003488,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,Yes,3.0,No,IsiXhosa Home Language,No,20221
7388,283101060000003488,Female,16,African/Black,Yes,Yes,Yes,No,No,No,Other,,,Not_Absent,,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,,,,No,0.0,No,,No,20221
668,297105170000008192,Male,14,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,8.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,1.0,Yes,Yes,No,No,0.0,No,IsiXhosa Home Language,No,20216
3241,297105170000008192,Male,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,IsiXhosa Home Language,Yes,20216
669,268100580000016000,Female,14,Coloured,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,Yes,Yes,No,0.0,No,Tourism,No,20103
8576,268100580000016000,Female,16,Coloured,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,10.0,Yes,Yes,Yes,No,0.0,No,Physical Sciences,No,20103
10641,268100580000016000,Female,12,Coloured,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,20103
670,668100300030001152,Male,7,African/Black,Yes,Yes,Yes,No,No,Yes,Pre-school,,Yes,Illness,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,10.0,No,No,No,Yes,1.0,Yes,English First Additional Language,No,60108
1773,668100300030001152,Male,16,African/Black,Yes,Yes,Yes,No,No,No,Other,,,Not_Absent,,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,No,4.0,,,,No,0.0,No,,No,60108
671,864101050000004096,Female,14,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Social Sciences,No,80105
4157,864101050000004096,Female,7,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,34.0,No,No,No,No,0.0,No,Dramatic Arts,No,80105
672,760107440000011264,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,Mathematics,No,70108
673,799150140000020864,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,78201
675,599141650000009472,Male,7,African/Black,Yes,No,Yes,Yes,Yes,No,Other,,,Not_Absent,,No,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,,,,No,0.0,No,,No,55102
676,985100890000009600,Female,10,African/Black,Yes,No,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,No,No,Yes,Yes,1.0,No,Life Skills,No,90202
8206,985100890000009600,Male,14,African/Black,Yes,No,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,No,Yes,No,No,0.0,No,Sepedi Home Language,No,90202
677,676100320000004096,Male,13,African/Black,Yes,No,No,No,No,Yes,Primary or secondary school,8.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,Economic Management Sciences,No,60108
679,660101620000001536,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,2.0,No,Setswana Home Language,No,60201
680,797143270000002432,Female,10,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,76106
7287,797143270000002432,Male,14,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Mathematics,No,76106
681,760109410000008448,Male,13,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,6.0,Yes,No,Yes,No,0.0,No,Afrikaans First Additional Language,No,70108
682,295103900000008896,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,8.0,Yes,No,Yes,Yes,0.0,No,English First Additional Language,No,20211
11838,295103900000008896,Male,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,20211
4940,797138270000001664,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,76106
10912,797138270000001664,Male,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Mathematics,No,76106
684,798124590000007680,Male,10,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,Mathematics,No,77116
5288,798124590000007680,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Skills,No,77116
685,270103770000002688,Female,13,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,8.0,Yes,Illness,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,Yes,IsiXhosa Home Language,No,20209
8044,270103770000002688,Female,17,African/Black,Yes,Yes,No,No,No,Yes,Home based education/home schooling,7.0,No,Not_Absent,0 days,Yes,Yes,5.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,20209
8294,270103770000002688,Male,9,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,9.0,Yes,Illness,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,Yes,English First Additional Language,No,20209
686,798119720000001920,Male,11,African/Black,Yes,Yes,Do not know,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,Yes,Life Skills,No,77116
4216,798119720000001920,Female,7,African/Black,Yes,Yes,Do not know,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,77116
687,967100540000011648,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,12.0,Yes,6.0,Yes,No,Yes,No,0.0,No,Tshivenda Home Language,No,90105
3409,967100540000011648,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Tshivenda Home Language,No,90105
8225,967100540000011648,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,90105
9181,967100540000011648,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,30.0,Yes,1.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,90105
10451,967100540000011648,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Tshivenda Home Language,No,90105
689,799136650000011008,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Accounting,No,78105
4286,799136650000011008,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Accounting,No,78105
7972,799136650000011008,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,30.0,No,1.0,No,No,No,No,0.0,No,Life Orientation,No,78105
690,290106610000026816,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,Yes,4.0,No,No,No,Yes,No,No,No,No,0.0,Yes,5.0,Yes,No,Yes,No,0.0,Yes,Life Skills,No,20211
7802,290106610000026816,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,5.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,Dramatic Arts,No,20211
691,463100610000007104,Male,9,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,40105
3973,463100610000007104,Female,17,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,Yes,Yes,Yes,1.0,No,Mathematics,Yes,40105
693,565100420000005184,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,50101
1559,565100420000005184,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,50101
5484,565100420000005184,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,10.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,50101
7044,565100420000005184,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Business Studies,No,50101
10039,586100250000014976,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,1.0,Yes,IsiZulu Home Language,No,50204
695,797117130000013056,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,Afrikaans First Additional Language,No,76112
696,582100920000000256,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,4.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,Mathematics,Yes,50214
2647,582100920000000256,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,8.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,2.0,Yes,Mathematics,Yes,50214
697,799142520000004864,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,78105
5197,799142520000004864,Male,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Arts & Culture,No,78105
699,965101150000013056,Male,15,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Physical Sciences,No,90101
7612,965101150000013056,Female,13,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,Physical Sciences,No,90101
700,874105430000013312,Male,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Technology,No,80208
6431,874105430000013312,Female,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,48.0,No,No,Yes,No,0.0,Yes,SiSwati Home Language,No,80208
701,662106790000004352,Male,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,6.0,Yes,No,Yes,Yes,4.0,No,English First Additional Language,No,60101
702,588100430000004608,Male,11,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,14.0,Yes,6.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,50209
7980,588100430000004608,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,English First Additional Language,No,50209
703,968106250000009856,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Mathematical Literacy,No,90201
705,798124590000021248,Male,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,No,No,0.0,No,Mathematics,No,77116
794,798124590000021248,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,2.0,No,No,No,No,0.0,No,Mathematics,No,77116
7222,798124590000021248,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,2.0,No,No,No,No,0.0,No,Mathematics,No,77116
706,464100650000011904,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,50.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Afrikaans First Additional Language,No,40104
7379,464100650000011904,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Afrikaans First Additional Language,No,40104
708,479100990000034688,Female,15,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,Yes,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,History,No,40104
6947,479100990000034688,Male,17,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,Yes,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,40104
10443,479100990000034688,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,1 to 4 days,Yes,Yes,5.0,No,No,Yes,No,No,No,No,No,0.0,Yes,8.0,No,No,Yes,No,0.0,Yes,Mathematics,No,40104
710,379100400000002496,Female,12,Coloured,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Natural Sciences,No,30104
711,974105960000007552,Female,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,Yes,No,No,No,No,No,56.0,Yes,8.0,Yes,Yes,Yes,Yes,4.0,No,History,No,90210
10835,974105960000007552,Male,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,3.0,No,Yes,Yes,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,90210
712,874110920000017280,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,Yes,History,No,80208
9312,874110920000017280,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,Yes,No,Yes,No,0.0,No,Technology,No,80208
2011,797109970000004480,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,No,No,Yes,No,0.0,No,Mathematics,No,76112
715,177102980000016288,Male,11,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Mathematics,No,10102
11657,177102980000016288,Male,13,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,No,7.0,No,No,No,No,0.0,No,Mathematics,No,10102
716,597100540000014976,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,Yes,6.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,3.0,No,Business Studies,No,50206
4252,597100540000014976,Male,9,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,Yes,8.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,0.0,No,No,Yes,Yes,3.0,Yes,Natural Sciences,Yes,50206
5653,597100540000014976,Male,9,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,Yes,10.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,Yes,50206
5893,597100540000014976,Female,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,10.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,4.0,Yes,No,Yes,Yes,2.0,No,Natural Sciences,No,50206
8356,597100540000014976,Male,7,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,Yes,5.0,No,No,Yes,Yes,Yes,No,No,No,20.0,Yes,5.0,Yes,No,Yes,Yes,1.0,Yes,Mathematics,No,50206
11862,597100540000014976,Male,16,African/Black,No,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,6.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,4.0,No,No,Yes,Yes,2.0,Yes,Geography,No,50206
717,797109970000001536,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,8.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,76112
9574,797109970000001536,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,IsiZulu Home Language,No,76112
11321,797109970000001536,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,1.0,Yes,No,Yes,No,0.0,No,IsiZulu Home Language,No,76112
718,274103700000004192,Male,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,8.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,8.0,Yes,No,Yes,No,0.0,Yes,Afrikaans First Additional Language,No,20220
6174,274103700000004192,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,Yes,Technology,No,20220
719,667102060000016000,Male,15,African/Black,No,No,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,3.0,Yes,6.0,Yes,No,No,No,0.0,Yes,Life Orientation,No,60204
